id,created_at,question,explanation,tags,type,answers
294,2024-08-12T19:10:11,🤔 Какой HTML-элемент используется для создания нумерованных списков?,,"[""HTML""]",message,"[{""text"":""<ul>""},{""text"":""<ol>""},{""text"":""<list>""},{""text"":""<dl>""}]"
295,2024-08-12T19:10:37,🤔 Что вернёт следующий код: console.log(undefined == null);?,,[],message,"[{""text"":""true""},{""text"":""false""},{""text"":""\""undefined\""""},{""text"":""Ошибка""}]"
297,2024-08-12T23:10:08,"🤔 Какой тип CSS-свойства background-clip определяет, что фон будет ограничен контентом элемента?",,"[""CSS""]",message,"[{""text"":""border-box""},{""text"":""padding-box""},{""text"":""content-box""},{""text"":""margin-box""}]"
298,2024-08-12T23:11:10,🤔 Какой HTML элемент используется для определения контактной информации автора документа?,,"[""HTML""]",message,"[{""text"":""<contact>""},{""text"":""<info>""},{""text"":""<address>""},{""text"":""<details>""}]"
301,2024-08-13T12:10:11,🤔 Какое свойство CSS используется для создания границы вокруг элементов?,,"[""CSS""]",message,"[{""text"":""margin""},{""text"":""border""},{""text"":""outline""},{""text"":""frame""}]"
304,2024-08-13T19:10:07,🤔 Что вернёт следующий код: console.log('10' * 2);?,,[],message,"[{""text"":""20""},{""text"":""\""102\""""},{""text"":""NaN""},{""text"":""Ошибка""}]"
305,2024-08-13T23:10:10,"🤔 Какой атрибут у <input> типа checkbox определяет, что флажок установлен по умолчанию?",,[],message,"[{""text"":""checked""},{""text"":""default""},{""text"":""select""},{""text"":""active""}]"
307,2024-08-14T12:10:11,"🤔 Что вернёт следующий код: console.log("" "" == false);?",,[],message,"[{""text"":""true""},{""text"":""false""},{""text"":""\""false\""""},{""text"":""Ошибка""}]"
308,2024-08-14T19:10:08,🤔 Что делает CSS свойство visibility с значением hidden?,,"[""CSS""]",message,"[{""text"":""Удаляет элемент из документа.""},{""text"":""Делает элемент полностью прозрачным.""},{""text"":""Позволяет тексту скрыться, оставляя место для элемента.""},{""text"":""Позволяет элементу оставаться в документе, но делает его невидимым без изменения макета.""}]"
310,2024-08-14T23:10:08,🤔 Какой HTML элемент используется для группировки радиокнопок или чекбоксов в форме?,,"[""HTML""]",message,"[{""text"":""<group>""},{""text"":""<set>""},{""text"":""<fieldset>""},{""text"":""<assembly>""}]"
312,2024-08-15T12:10:08,🤔 Что вернёт следующий код: console.log(new Date() instanceof Date);?,,[],message,"[{""text"":""true""},{""text"":""false""},{""text"":""\""Date\""""},{""text"":""Ошибка""}]"
314,2024-08-15T19:10:07,"🤔 Что вернёт следующий код: console.log(typeof {name: ""Alice""});?",,[],message,"[{""text"":""\""object\""""},{""text"":""\""name\""""},{""text"":""\""string\""""},{""text"":""\""undefined\""""}]"
315,2024-08-15T23:10:10,🤔 Какое свойство CSS используется для задания прозрачности элемента?,,"[""CSS""]",message,"[{""text"":""opacity""},{""text"":""visibility""},{""text"":""clear""},{""text"":""transparency""}]"
320,2024-08-16T19:10:10,"🤔 Какой атрибут <input> определяет, что поле должно быть заполнено перед отправкой формы?",,[],message,"[{""text"":""required""},{""text"":""mandatory""},{""text"":""needed""},{""text"":""essential""}]"
321,2024-08-16T23:10:10,"🤔 Что вернёт следующий код: console.log([""apple"", ""banana"", ""cherry""].length);?",,[],message,"[{""text"":""3""},{""text"":""\""3\""""},{""text"":""NaN""},{""text"":""Ошибка""}]"
328,2024-08-17T23:10:10,🤔 Какое свойство CSS используется для установки внешних отступов элемента?,,"[""CSS""]",message,"[{""text"":""padding""},{""text"":""border""},{""text"":""margin""},{""text"":""spacing""}]"
329,2024-08-17T23:10:11,🤔 Какое CSS свойство позволяет изменить стековый порядок элемента?,,"[""CSS""]",message,"[{""text"":""z-index""},{""text"":""order""},{""text"":""layer""},{""text"":""stack""}]"
330,2024-08-17T23:10:11,🤔 Какой HTML элемент предназначен для структурирования научных формул?,,"[""HTML""]",message,"[{""text"":""<math>""},{""text"":""<formula>""},{""text"":""<calc>""},{""text"":""<figure>""}]"
333,2024-08-18T12:10:08,🤔 Что вернёт следующий код: console.log(true && false);?,,[],message,"[{""text"":""true""},{""text"":""false""},{""text"":""\""true\""""},{""text"":""Ошибка""}]"
335,2024-08-18T19:10:17,🤔 Какой HTML тег используется для создания многострочного текстового поля?,,"[""HTML""]",message,"[{""text"":""<input type=\""text\"">""},{""text"":""<textarea>""},{""text"":""<textfield>""},{""text"":""<multiline>""}]"
337,2024-08-18T23:10:07,🤔 Какой метод JavaScript используется для создания нового HTML элемента?,,"[""JavaScript"",""HTML""]",message,"[{""text"":""document.createElement()""},{""text"":""document.newElement()""},{""text"":""document.addElement()""},{""text"":""document.createNode()""}]"
338,2024-08-18T23:10:09,"🤔 Какой HTML тег лучше всего использовать для определения независимого контента, такого как статьи?",,"[""HTML""]",message,"[{""text"":""<section>""},{""text"":""<article>""},{""text"":""<div>""},{""text"":""<block>""}]"
340,2024-08-19T12:10:09,🤔 Что вернёт следующий код: console.log(NaN === NaN);?,,[],message,"[{""text"":""true""},{""text"":""false""},{""text"":""\""NaN\""""},{""text"":""Ошибка""}]"
342,2024-08-19T19:10:14,🤔 Какой HTML-элемент используется для создания нумерованных списков?,,"[""HTML""]",message,"[{""text"":""<ul>""},{""text"":""<ol>""},{""text"":""<list>""},{""text"":""<dl>""}]"
343,2024-08-19T19:10:17,"🤔 Какой атрибут у <input> указывает на то, какой тип данных ожидается в поле?",,[],message,"[{""text"":""type""},{""text"":""inputmode""},{""text"":""format""},{""text"":""datatype""}]"
344,2024-08-19T23:10:06,"🤔 Какой тип CSS-свойства background-clip определяет, что фон будет ограничен контентом элемента?",,"[""CSS""]",message,"[{""text"":""border-box""},{""text"":""padding-box""},{""text"":""content-box""},{""text"":""margin-box""}]"
345,2024-08-19T23:10:08,"🤔 Что вернёт следующий код: console.log(typeof [1, 2, 3]);?",,[],message,"[{""text"":""\""array\""""},{""text"":""\""object\""""},{""text"":""\""list\""""},{""text"":""\""numbers\""""}]"
348,2024-08-20T12:10:08,"🤔 Какой CSS-селектор выбирает все элементы <p>, которые являются первыми детьми в своих родительских <div>?",,"[""CSS""]",message,"[{""text"":""div > p:first-child""},{""text"":""div p:first-of-type""},{""text"":""p > div:first-child""},{""text"":""div > p""}]"
350,2024-08-20T19:10:20,🤔 Что делает CSS свойство line-height?,,"[""CSS""]",message,"[{""text"":""Изменяет ширину линий в тексте.""},{""text"":""Регулирует расстояние между строками текста.""},{""text"":""Задаёт высоту линий в рамках.""},{""text"":""Определяет высоту текста.""}]"
351,2024-08-20T23:10:09,"🤔 Что вернёт следующий код: console.log(!!""false"");?",,[],message,"[{""text"":""true""},{""text"":""false""},{""text"":""\""false\""""},{""text"":""Ошибка""}]"
353,2024-08-21T12:10:10,"🤔 Какой HTML элемент предназначен для размещения автономного контента, например, видео или музыки?",,"[""HTML""]",message,"[{""text"":""<media>""},{""text"":""<video>""},{""text"":""<embed>""},{""text"":""<audio>""}]"
355,2024-08-21T19:10:16,🤔 Какое свойство CSS задаёт количество пространства между границей и внутренним содержимым элемента?,,"[""CSS""]",message,"[{""text"":""margin""},{""text"":""border""},{""text"":""padding""},{""text"":""edge""}]"
356,2024-08-21T23:10:11,"🤔 Что вернёт следующий код: console.log(3 + 4 + ""5"");?",,[],message,"[{""text"":""\""12\""""},{""text"":""\""75\""""},{""text"":""12""},{""text"":""\""345\""""}]"
359,2024-08-22T12:10:07,🤔 Какой атрибут <input> используется для установления контроля над количеством выбираемых файлов пользователем?,,[],message,"[{""text"":""files""},{""text"":""multiple""},{""text"":""select""},{""text"":""count""}]"
361,2024-08-22T19:10:08,🤔 Что вернёт следующий код: console.log(typeof (() => {}));?,,[],message,"[{""text"":""\""function\""""},{""text"":""\""object\""""},{""text"":""\""undefined\""""},{""text"":""\""string\""""}]"
362,2024-08-22T23:10:08,"🤔 Какой CSS-селектор выбирает элементы, чьи атрибуты начинаются с указанного значения?",,"[""CSS""]",message,"[{""text"":""[attr^=value]""},{""text"":""[attr*=value]""},{""text"":""[attr$=value]""},{""text"":""[attr=value]""}]"
364,2024-08-23T12:10:11,🤔 Что делает CSS свойство background-blend-mode?,,"[""CSS""]",message,"[{""text"":""Смешивает фоновые изображения и цвета элемента.""},{""text"":""Создаёт градиент на фоне элемента.""},{""text"":""Устанавливает тёмный фон элемента.""},{""text"":""Регулирует прозрачность фона.""}]"
366,2024-08-23T19:10:09,🤔 Какой HTML элемент служит для оформления текста в виде компьютерного кода?,,"[""HTML""]",message,"[{""text"":""<code>""},{""text"":""<pre>""},{""text"":""<block>""},{""text"":""<script>""}]"
367,2024-08-23T23:10:06,"🤔 Что вернёт следующий код: console.log(""5"" * 2);?",,[],message,"[{""text"":""10""},{""text"":""\""10\""""},{""text"":""\""52\""""},{""text"":""Ошибка""}]"
369,2024-08-24T12:10:11,"🤔 Что вернёт следующий код: console.log(0 || ""default"");?",,[],message,"[{""text"":""0""},{""text"":""\""default\""""},{""text"":""true""},{""text"":""false""}]"
371,2024-08-24T19:10:10,"🤔 Какой метод JavaScript позволяет проверить, содержит ли элемент указанный класс?",,"[""JavaScript""]",message,"[{""text"":""hasClass()""},{""text"":""containsClass()""},{""text"":""getClass()""},{""text"":""classList.contains()""}]"
372,2024-08-24T19:10:24,🤔 Какое свойство CSS задаёт толщину шрифта элемента?,,"[""CSS""]",message,"[{""text"":""font-style""},{""text"":""font-weight""},{""text"":""font-size""},{""text"":""text-style""}]"
373,2024-08-24T23:10:10,🤔 Какое свойство CSS используется для установки внешних отступов элемента?,,"[""CSS""]",message,"[{""text"":""padding""},{""text"":""border""},{""text"":""margin""},{""text"":""spacing""}]"
374,2024-08-24T23:10:12,🤔 Какое CSS свойство позволяет изменить стековый порядок элемента?,,"[""CSS""]",message,"[{""text"":""z-index""},{""text"":""order""},{""text"":""layer""},{""text"":""stack""}]"
375,2024-08-24T23:10:12,"🤔 Что вернёт следующий код: console.log(""7"" - 2);?",,[],message,"[{""text"":""5""},{""text"":""\""5\""""},{""text"":""\""72\""""},{""text"":""Ошибка""}]"
377,2024-08-25T12:10:09,"🤔 Какой атрибут <input> используется для создания слайдера, выбирающего числовые значения?",,[],message,"[{""text"":""type=\""slider\""""},{""text"":""type=\""range\""""},{""text"":""type=\""scroll\""""},{""text"":""type=\""adjust\""""}]"
378,2024-08-25T19:10:10,🤔 Какой HTML тег используется для создания многострочного текстового поля?,,"[""HTML""]",message,"[{""text"":""<input type=\""text\"">""},{""text"":""<textarea>""},{""text"":""<textfield>""},{""text"":""<multiline>""}]"
379,2024-08-25T19:10:31,"🤔 Что вернёт следующий код: console.log(parseFloat(""3.14""));?",,[],message,"[{""text"":""3.14""},{""text"":""\""3.14\""""},{""text"":""3""},{""text"":""Ошибка""}]"
380,2024-08-25T23:10:07,🤔 Какой метод JavaScript используется для создания нового HTML элемента?,,"[""JavaScript"",""HTML""]",message,"[{""text"":""document.createElement()""},{""text"":""document.newElement()""},{""text"":""document.addElement()""},{""text"":""document.createNode()""}]"
381,2024-08-25T23:10:08,🤔 Какой CSS-селектор используется для применения стилей к элементам на основе их содержимого?,,"[""CSS""]",message,"[{""text"":"":contains()""},{""text"":"":has()""},{""text"":"":text()""},{""text"":"":content()""}]"
384,2024-08-26T12:10:08,🤔 Что делает CSS свойство overflow со значением auto?,,"[""CSS""]",message,"[{""text"":""Всегда показывает полосы прокрутки.""},{""text"":""Скрывает содержимое, выходящее за рамки.""},{""text"":""Показывает полосы прокрутки только при необходимости.""},{""text"":""Удаляет всё содержимое, не помещающееся в элемент.""}]"
385,2024-08-26T19:10:08,🤔 Какой HTML-элемент используется для создания нумерованных списков?,,"[""HTML""]",message,"[{""text"":""<ul>""},{""text"":""<ol>""},{""text"":""<list>""},{""text"":""<dl>""}]"
386,2024-08-26T19:10:12,🤔 Какой HTML элемент используется для определения подписи для <fieldset>?,,"[""HTML""]",message,"[{""text"":""<label>""},{""text"":""<legend>""},{""text"":""<caption>""},{""text"":""<title>""}]"
387,2024-08-26T23:10:08,"🤔 Какой тип CSS-свойства background-clip определяет, что фон будет ограничен контентом элемента?",,"[""CSS""]",message,"[{""text"":""border-box""},{""text"":""padding-box""},{""text"":""content-box""},{""text"":""margin-box""}]"
388,2024-08-26T23:10:12,🤔 Что вернёт следующий код: console.log(typeof new Boolean(false));?,,[],message,"[{""text"":""\""boolean\""""},{""text"":""\""object\""""},{""text"":""\""false\""""},{""text"":""Ошибка""}]"
390,2024-08-27T12:10:09,"🤔 Что вернёт следующий код: console.log(""2"" * ""3"");?",,[],message,"[{""text"":""6""},{""text"":""\""6\""""},{""text"":""\""23\""""},{""text"":""Ошибка""}]"
392,2024-08-27T19:10:09,🤔 Какое свойство CSS позволяет элементу игнорировать текущий поток документа и позиционировать себя относительно своего контейнера?,,"[""CSS""]",message,"[{""text"":""float""},{""text"":""position: absolute""},{""text"":""display: block""},{""text"":""alignment""}]"
393,2024-08-27T23:10:11,🤔 Что вернёт следующий код: console.log(Math.round(0.6));?,,[],message,"[{""text"":""1""},{""text"":""0""},{""text"":""0.6""},{""text"":""Ошибка""}]"
395,2024-08-28T12:10:08,"🤔 Какой атрибут <input> используется для указания того, что поле не должно иметь значение до тех пор, пока пользователь явно не введёт его?",,[],message,"[{""text"":""placeholder""},{""text"":""value""},{""text"":""type""},{""text"":""default""}]"
397,2024-08-28T19:10:07,"🤔 Что вернёт следующий код: console.log(""Test"".toLowerCase());?",,[],message,"[{""text"":""\""test\""""},{""text"":""\""Test\""""},{""text"":""\""TEST\""""},{""text"":""Ошибка""}]"
399,2024-08-28T23:10:08,"🤔 Какой CSS-селектор используется для выбора всех элементов, которые являются последними детьми своих родителей?",,"[""CSS""]",message,"[{""text"":"":last-child""},{""text"":"":first-child""},{""text"":"":child""},{""text"":"":end-child""}]"
402,2024-08-29T12:10:10,🤔 Что делает CSS свойство transition?,,"[""CSS""]",message,"[{""text"":""Позволяет элементам изменять значения свойств за определённое время.""},{""text"":""Создаёт анимацию при изменении свойств.""},{""text"":""Устанавливает длительность анимации.""},{""text"":""Меняет стили элемента мгновенно.""}]"
404,2024-08-29T19:10:08,"Что вернёт следующий код: console.log(""5"" === 5);?",,[],message,"[{""text"":""true""},{""text"":""false""},{""text"":""\""true\""""},{""text"":""Ошибка""}]"
406,2024-08-29T23:10:07,🤔 Что вернёт следующий код: console.log('1' + 2 + 3);?,,[],message,"[{""text"":""\""123\""""},{""text"":""\""6\""""},{""text"":""6""},{""text"":""Ошибка""}]"
408,2024-08-30T12:10:09,🤔 Какой HTML элемент используется для организации данных в таблице?,,"[""HTML""]",message,"[{""text"":""<table>""},{""text"":""<tab>""},{""text"":""<data>""},{""text"":""<grid>""}]"
409,2024-08-30T19:10:06,🤔 Какое свойство CSS используется для изменения стекового порядка элемента?,,"[""CSS""]",message,"[{""text"":""z-index""},{""text"":""order""},{""text"":""layer""},{""text"":""stack""}]"
411,2024-08-30T23:10:07,🤔 Что вернёт следующий код: console.log('5' - 3);?,,[],message,"[{""text"":""2""},{""text"":""\""2\""""},{""text"":""\""53\""""},{""text"":""Ошибка""}]"
412,2024-08-31T12:10:07,🤔 Какой атрибут <input> позволяет ввести дату?,,[],message,"[{""text"":""type=\""text\""""},{""text"":""type=\""date\""""},{""text"":""type=\""time\""""},{""text"":""type=\""calendar\""""}]"
413,2024-08-31T19:10:07,"🤔 Какой метод JavaScript позволяет проверить, содержит ли элемент указанный класс?",,"[""JavaScript""]",message,"[{""text"":""hasClass()""},{""text"":""containsClass()""},{""text"":""getClass()""},{""text"":""classList.contains()""}]"
414,2024-08-31T19:10:15,"🤔 Что вернёт следующий код: console.log(parseInt(""101"", 2));?",,[],message,"[{""text"":""5""},{""text"":""101""},{""text"":""\""5\""""},{""text"":""Ошибка""}]"
415,2024-08-31T23:10:10,🤔 Какое свойство CSS используется для установки внешних отступов элемента?,,"[""CSS""]",message,"[{""text"":""padding""},{""text"":""border""},{""text"":""margin""},{""text"":""spacing""}]"
416,2024-08-31T23:10:11,🤔 Какое CSS свойство позволяет изменить стековый порядок элемента?,,"[""CSS""]",message,"[{""text"":""z-index""},{""text"":""order""},{""text"":""layer""},{""text"":""stack""}]"
417,2024-08-31T23:10:11,"🤔 Какой CSS-селектор выбирает первый <p> в каждом <div>, независимо от его позиции среди других дочерних элементов?",,"[""CSS""]",message,"[{""text"":""div p:first-child""},{""text"":""div p:first-of-type""},{""text"":""div > p:first-child""},{""text"":""div > p:first-of-type""}]"
418,2024-09-01T12:10:10,🤔 Что делает CSS свойство flex-wrap: wrap;?,,"[""CSS""]",message,"[{""text"":""Позволяет флекс-элементам выстраиваться в одну линию.""},{""text"":""Разрешает флекс-элементам переноситься на новую строку.""},{""text"":""Принудительно удерживает все элементы в одной строке.""},{""text"":""Устанавливает горизонтальное выравнивание элементов.""}]"
419,2024-09-01T19:10:06,🤔 Какой HTML тег используется для создания многострочного текстового поля?,,"[""HTML""]",message,"[{""text"":""<input type=\""text\"">""},{""text"":""<textarea>""},{""text"":""<textfield>""},{""text"":""<multiline>""}]"
420,2024-09-01T19:10:22,"🤔 Какой HTML элемент определяет дополнительные детали, которые пользователь может открыть и закрыть по желанию?",,"[""HTML""]",message,"[{""text"":""<details>""},{""text"":""<summary>""},{""text"":""<aside>""},{""text"":""<extra>""}]"
421,2024-09-01T23:10:11,🤔 Какой метод JavaScript используется для создания нового HTML элемента?,,"[""JavaScript"",""HTML""]",message,"[{""text"":""document.createElement()""},{""text"":""document.newElement()""},{""text"":""document.addElement()""},{""text"":""document.createNode()""}]"
422,2024-09-01T23:10:12,"🤔 Что вернёт следующий код: console.log(""5"" === 5);?",,[],message,"[{""text"":""true""},{""text"":""false""},{""text"":""\""true\""""},{""text"":""Ошибка""}]"
424,2024-09-02T12:10:07,"🤔 Что вернёт следующий код: console.log(""100"" - 1);?",,[],message,"[{""text"":""99""},{""text"":""\""99\""""},{""text"":""\""1001\""""},{""text"":""Ошибка""}]"
425,2024-09-02T19:10:10,🤔 Какой HTML-элемент используется для создания нумерованных списков?,,"[""HTML""]",message,"[{""text"":""<ul>""},{""text"":""<ol>""},{""text"":""<list>""},{""text"":""<dl>""}]"
426,2024-09-02T19:10:15,🤔 Какой HTML тег используется для оформления цитат?,,"[""HTML""]",message,"[{""text"":""<blockquote>""},{""text"":""<quote>""},{""text"":""<citation>""},{""text"":""<cite>""}]"
427,2024-09-02T23:10:09,"🤔 Какой тип CSS-свойства background-clip определяет, что фон будет ограничен контентом элемента?",,"[""CSS""]",message,"[{""text"":""border-box""},{""text"":""padding-box""},{""text"":""content-box""},{""text"":""margin-box""}]"
428,2024-09-02T23:10:11,🤔 Какое свойство CSS задаёт только ширину границы элемента?,,"[""CSS""]",message,"[{""text"":""border-width""},{""text"":""border-size""},{""text"":""border-length""},{""text"":""border""}]"
430,2024-09-03T12:10:10,"🤔 Что вернёт следующий код: console.log(""true"" == true);?",,[],message,"[{""text"":""true""},{""text"":""false""},{""text"":""\""true\""""},{""text"":""Ошибка""}]"
431,2024-09-03T19:10:09,"🤔 Какой атрибут <input> указывает на минимальное числовое значение, которое пользователь может выбрать?",,[],message,"[{""text"":""min""},{""text"":""minimum""},{""text"":""least""},{""text"":""low""}]"
432,2024-09-03T23:10:09,🤔 Что вернёт следующий код: console.log(0.1 + 0.2 == 0.3);?,,[],message,"[{""text"":""true""},{""text"":""false""},{""text"":""\""0.3\""""},{""text"":""Ошибка""}]"
433,2024-09-04T12:10:08,"🤔 Какой CSS-селектор выбирает элементы, у которых есть атрибут title, содержащий слово ""flower""?",,"[""CSS""]",message,"[{""text"":""[title*=flower]""},{""text"":""[title^=flower]""},{""text"":""[title$=flower]""},{""text"":""[title=flower]""}]"
434,2024-09-04T19:10:10,🤔 Что делает CSS свойство box-shadow?,,"[""CSS""]",message,"[{""text"":""Добавляет тень вокруг текста элемента.""},{""text"":""Создаёт внутреннюю тень внутри элемента.""},{""text"":""Изменяет цвет границ элемента.""},{""text"":""Применяет внешнюю тень к элементу.""}]"
435,2024-09-04T23:10:11,"🤔 Какой HTML элемент используется для создания независимого раздела, который можно использовать повторно, например виджет?",,"[""HTML""]",message,"[{""text"":""<section>""},{""text"":""<div>""},{""text"":""<article>""},{""text"":""<widget>""}]"
437,2024-09-05T12:10:12,🤔 Что вернёт следующий код: console.log(typeof undefined);?,,[],message,"[{""text"":""\""undefined\""""},{""text"":""\""null\""""},{""text"":""\""object\""""},{""text"":""Ошибка""}]"
438,2024-09-05T19:10:11,🤔 Что вернёт следующий код: console.log(!!null);?,,[],message,"[{""text"":""true""},{""text"":""false""},{""text"":""\""null\""""},{""text"":""Ошибка""}]"
439,2024-09-05T23:10:06,🤔 Какой HTML тег используется для вставки встроенного фрейма?,,"[""HTML""]",message,"[{""text"":""<iframe>""},{""text"":""<frame>""},{""text"":""<embed>""},{""text"":""<video>""}]"
440,2024-09-06T12:10:11,"🤔 Какое свойство CSS задает видимость элемента, но не влияет на макет?",,"[""CSS""]",message,"[{""text"":""visibility""},{""text"":""display""},{""text"":""opacity""},{""text"":""transparent""}]"
441,2024-09-06T19:10:10,"🤔 Что вернёт следующий код: console.log(""5"" === 5);?",,[],message,"[{""text"":""true""},{""text"":""false""},{""text"":""\""true\""""},{""text"":""Ошибка""}]"
442,2024-09-06T23:10:07,🤔 Какой CSS-селектор используется для выбора элемента с конкретным id?,,"[""CSS""]",message,"[{""text"":"".idname""},{""text"":""#idname""},{""text"":""*""},{""text"":""idname""}]"
444,2024-09-07T12:10:08,🤔 Что делает метод Array.prototype.map() в JavaScript?,,"[""JavaScript""]",message,"[{""text"":""Изменяет каждый элемент массива.""},{""text"":""Создает новый массив, не изменяя оригинальный.""},{""text"":""Фильтрует элементы на основе функции.""},{""text"":""Сортирует элементы массива.""}]"
455,2024-09-07T19:10:09,"🤔 Какой метод JavaScript позволяет проверить, содержит ли элемент указанный класс?",,"[""JavaScript""]",message,"[{""text"":""hasClass()""},{""text"":""containsClass()""},{""text"":""getClass()""},{""text"":""classList.contains()""}]"
456,2024-09-07T19:10:21,🤔 Что вернёт следующий код: console.log(2 > 1 && 2 < 3);?,,[],message,"[{""text"":""true""},{""text"":""false""},{""text"":""\""true\""""},{""text"":""Ошибка""}]"
467,2024-09-07T23:10:10,🤔 Какое свойство CSS используется для установки внешних отступов элемента?,,"[""CSS""]",message,"[{""text"":""padding""},{""text"":""border""},{""text"":""margin""},{""text"":""spacing""}]"
468,2024-09-07T23:10:12,🤔 Какое CSS свойство позволяет изменить стековый порядок элемента?,,"[""CSS""]",message,"[{""text"":""z-index""},{""text"":""order""},{""text"":""layer""},{""text"":""stack""}]"
469,2024-09-07T23:10:12,🤔 Что вернёт следующий код: console.log(typeof new Array());?,,[],message,"[{""text"":""\""array\""""},{""text"":""\""object\""""},{""text"":""\""undefined\""""},{""text"":""\""null\""""}]"
471,2024-09-08T12:10:10,🤔 Какой HTML тег используется для оформления курсивного текста?,,"[""HTML""]",message,"[{""text"":""<i>""},{""text"":""<italic>""},{""text"":""<em>""},{""text"":""<cur>""}]"
472,2024-09-08T19:10:09,🤔 Какой HTML тег используется для создания многострочного текстового поля?,,"[""HTML""]",message,"[{""text"":""<input type=\""text\"">""},{""text"":""<textarea>""},{""text"":""<textfield>""},{""text"":""<multiline>""}]"
473,2024-09-08T19:10:21,🤔 Что вернёт следующий код: console.log(10 % 3);?,,[],message,"[{""text"":""1""},{""text"":""4""},{""text"":""0""},{""text"":""Ошибка""}]"
474,2024-09-08T23:10:11,🤔 Какой метод JavaScript используется для создания нового HTML элемента?,,"[""JavaScript"",""HTML""]",message,"[{""text"":""document.createElement()""},{""text"":""document.newElement()""},{""text"":""document.addElement()""},{""text"":""document.createNode()""}]"
475,2024-09-08T23:10:17,🤔 Какой атрибут <form> определяет метод отправки данных формы на сервер?,,[],message,"[{""text"":""method=\""get\""""},{""text"":""method=\""post\""""},{""text"":""action""},{""text"":""type""}]"
477,2024-09-09T12:10:07,"🤔 Что вернёт следующий код: console.log(""false"" == false);?",,[],message,"[{""text"":""true""},{""text"":""false""},{""text"":""\""false\""""},{""text"":""Ошибка""}]"
478,2024-09-09T19:10:09,🤔 Какой HTML-элемент используется для создания нумерованных списков?,,"[""HTML""]",message,"[{""text"":""<ul>""},{""text"":""<ol>""},{""text"":""<list>""},{""text"":""<dl>""}]"
479,2024-09-09T19:10:40,"🤔 Какой CSS-селектор выбирает каждый <p>, который следует за <div>?",,"[""CSS""]",message,"[{""text"":""div + p""},{""text"":""div ~ p""},{""text"":""p < div""},{""text"":""div > p""}]"
480,2024-09-09T23:10:08,"🤔 Какой тип CSS-свойства background-clip определяет, что фон будет ограничен контентом элемента?",,"[""CSS""]",message,"[{""text"":""border-box""},{""text"":""padding-box""},{""text"":""content-box""},{""text"":""margin-box""}]"
481,2024-09-09T23:10:10,🤔 Что делает CSS свойство text-decoration с значением underline?,,"[""CSS""]",message,"[{""text"":""Делает текст жирным.""},{""text"":""Подчеркивает текст.""},{""text"":""Зачеркивает текст.""},{""text"":""Перечеркивает текст.""}]"
483,2024-09-10T12:10:09,🤔 Какой HTML элемент используется для группирования радиокнопок или чекбоксов в форме?,,"[""HTML""]",message,"[{""text"":""<group>""},{""text"":""<fieldset>""},{""text"":""<set>""},{""text"":""<checkboxgroup>""}]"
484,2024-09-10T19:10:10,"🤔 Что вернёт следующий код: console.log(Math.max(10, 20, 30, 40, 50));?",,[],message,"[{""text"":""10""},{""text"":""20""},{""text"":""30""},{""text"":""50""}]"
485,2024-09-10T23:10:08,"🤔 Что вернёт следующий код: console.log(10 + ""20"");?",,[],message,"[{""text"":""\""1020\""""},{""text"":""30""},{""text"":""\""30\""""},{""text"":""Ошибка""}]"
487,2024-09-11T12:10:10,🤔 Какое свойство CSS применяется для задания расстояния между словами в тексте?,,"[""CSS""]",message,"[{""text"":""word-spacing""},{""text"":""letter-spacing""},{""text"":""text-indent""},{""text"":""line-height""}]"
488,2024-09-11T19:10:10,"🤔 Какой CSS-селектор используется для стилизации текста всех элементов <a>, кроме тех, что имеют класс .active?",,"[""CSS""]",message,"[{""text"":""a:not(.active)""},{""text"":""a.active""},{""text"":""a + .active""},{""text"":""a .active""}]"
489,2024-09-11T23:10:06,🤔 Что делает CSS свойство border-collapse со значением collapse?,,"[""CSS""]",message,"[{""text"":""Убирает границы таблицы.""},{""text"":""Склеивает границы ячеек таблицы""},{""text"":""Расширяет границы таблицы.""},{""text"":""Создаёт двойные границы таблицы.""}]"
490,2024-09-12T12:10:10,"🤔 Какой HTML элемент используется для создания переключателей, которые позволяют выбрать один из нескольких вариантов?",,"[""HTML""]",message,"[{""text"":""<radio>""},{""text"":""<check>""},{""text"":""<switch>""},{""text"":""<input type=\""radio\"">""}]"
491,2024-09-12T19:10:10,🤔 Что вернёт следующий код: console.log(Math.sqrt(16));?,,[],message,"[{""text"":""4""},{""text"":""8""},{""text"":""16""},{""text"":""Ошибка""}]"
492,2024-09-12T23:10:08,🤔 Какой HTML тег используется для определения секции в документе?,,"[""HTML""]",message,"[{""text"":""<section>""},{""text"":""<div>""},{""text"":""<block>""},{""text"":""<part>""}]"
493,2024-09-13T12:10:10,🤔 Что вернёт следующий код: console.log(new Date('not a date'));?,,[],message,"[{""text"":""Date object""},{""text"":""\""Invalid Date\""""},{""text"":""NaN""},{""text"":""TypeError""}]"
495,2024-09-13T19:10:10,🤔 Как в CSS создать тень только снизу элемента?,,"[""CSS""]",message,"[{""text"":""box-shadow: 0px 10px 10px -10px #000;""},{""text"":""box-shadow: 10px 0px 5px 0px #000;""},{""text"":""box-shadow: inset 0px -10px 10px #000;""},{""text"":""box-shadow: 0px 0px 10px 10px #000;""}]"
